bucket_id,bucket_name,tier,candidate_term,sources,approve (y/n)
problem_definition,Problem Definition,1,perfect,datamuse,n
problem_definition,Problem Definition,1,persuasion,datamuse,n
problem_definition,Problem Definition,1,positioning,datamuse,n
problem_definition,Problem Definition,1,problem,wordnet,y
problem_definition,Problem Definition,1,set,datamuse,n
problem_definition,Problem Definition,1,sort,datamuse,n
problem_definition,Problem Definition,1,sorted,datamuse,n
problem_definition,Problem Definition,1,trouble,wordnet,y
problem_definition,Problem Definition,1,vicious circle,datamuse,y
business_objective,Business Objective,1,accusative,wordnet,n
business_objective,Business Objective,1,action,datamuse,n
business_objective,Business Objective,1,aim,wordnet,y
business_objective,Business Objective,1,business,wordnet,y
business_objective,Business Objective,1,business concern,wordnet,y
business_objective,Business Objective,1,business enterprise,wordnet,y
business_objective,Business Objective,1,business organisation,wordnet,y
business_objective,Business Objective,1,business organization,wordnet,y
business_objective,Business Objective,1,business sector,wordnet,y
business_objective,Business Objective,1,byplay,wordnet,n
business_objective,Business Objective,1,case,datamuse,n
business_objective,Business Objective,1,cause,datamuse,y
business_objective,Business Objective,1,clientele,wordnet,n
business_objective,Business Objective,1,commerce,datamuse,y
business_objective,Business Objective,1,commercial enterprise,wordnet,y
business_objective,Business Objective,1,commercialism,datamuse,y
business_objective,Business Objective,1,concern,wordnet,y
business_objective,Business Objective,1,documentary,wordnet,n
business_objective,Business Objective,1,drive,datamuse,y
business_objective,Business Objective,1,end,datamuse,y
business_objective,Business Objective,1,failure,datamuse,n
business_objective,Business Objective,1,fair,datamuse,n
business_objective,Business Objective,1,game,datamuse,n
business_objective,Business Objective,1,growth,datamuse,n
business_objective,Business Objective,1,have,datamuse,n
business_objective,Business Objective,1,home,datamuse,n
business_objective,Business Objective,1,job,wordnet,n
business_objective,Business Objective,1,line,datamuse|wordnet,n
business_objective,Business Objective,1,line of work,wordnet,n
business_objective,Business Objective,1,move,datamuse,n
business_objective,Business Objective,1,nonsubjective,wordnet,n
business_objective,Business Objective,1,object,wordnet,n
business_objective,Business Objective,1,object glass,wordnet,n
business_objective,Business Objective,1,object lens,wordnet,n
business_objective,Business Objective,1,objective,wordnet,y
business_objective,Business Objective,1,objective lens,wordnet,n
business_objective,Business Objective,1,occupation,wordnet,n
business_objective,Business Objective,1,patronage,wordnet,n
business_objective,Business Objective,1,stage business,wordnet,n
business_objective,Business Objective,1,target,wordnet,y
market,Market,1,aftermarket,datamuse,y
market,Market,1,bourse,datamuse,y
market,Market,1,business,datamuse,y
market,Market,1,commerce,datamuse,y
market,Market,1,commercialise,wordnet,y
market,Market,1,commercialize,datamuse|wordnet,y
market,Market,1,food market,wordnet,n
market,Market,1,grocery,datamuse|wordnet,n
market,Market,1,grocery store,datamuse|wordnet,n
market,Market,1,logistics,datamuse,n
market,Market,1,market place,wordnet,y
market,Market,1,marketplace,datamuse|wordnet,y
market,Market,1,mart,wordnet,y
market,Market,1,merchandising,datamuse,y
market,Market,1,merchantable,datamuse,n
market,Market,1,sales,datamuse,y
market,Market,1,securities industry,datamuse|wordnet,y
market,Market,1,trade,datamuse,y
market,Market,1,trading,datamuse,y
competition,Competition,1,battle,datamuse,n
competition,Competition,1,challenge,datamuse,y
competition,Competition,1,challenger,datamuse|wordnet,y
competition,Competition,1,compete,datamuse,y
competition,Competition,1,competing,datamuse,y
competition,Competition,1,competitive,datamuse,y
competition,Competition,1,competitiveness,datamuse,y
competition,Competition,1,competitor,datamuse|wordnet,y
competition,Competition,1,contender,datamuse|wordnet,y
competition,Competition,1,contention,datamuse|wordnet,y
competition,Competition,1,contest,datamuse|wordnet,y
competition,Competition,1,fight,datamuse,n
competition,Competition,1,meet,datamuse,n
competition,Competition,1,rival,datamuse|wordnet,y
competition,Competition,1,rivalry,datamuse|wordnet,y
pricing,Pricing,1,billing,datamuse,y
pricing,Pricing,1,charge,datamuse,y
pricing,Pricing,1,cost,datamuse,y
pricing,Pricing,1,costing,datamuse,y
pricing,Pricing,1,damage,datamuse,n
pricing,Pricing,1,discount,datamuse,y
pricing,Pricing,1,monetary value,datamuse,y
pricing,Pricing,1,price,wordnet,y
pricing,Pricing,1,rate,datamuse,y
pricing,Pricing,1,rates,datamuse,y
pricing,Pricing,1,tariff,datamuse,y
pricing,Pricing,1,tariffication,datamuse,y
pricing,Pricing,1,terms,datamuse,n
pricing,Pricing,1,toll,datamuse,n
pricing,Pricing,1,underwriting,datamuse,n
pricing,Pricing,1,valuation,datamuse,y
revenue,Revenue,1,cash,datamuse,n
revenue,Revenue,1,collections,datamuse,y
revenue,Revenue,1,dividend,datamuse,y
revenue,Revenue,1,earnings,datamuse,y
revenue,Revenue,1,gross,datamuse|wordnet,y
revenue,Revenue,1,income,datamuse,y
revenue,Revenue,1,profit,datamuse,y
revenue,Revenue,1,receipts,datamuse|wordnet,y
revenue,Revenue,1,salary,datamuse,n
revenue,Revenue,1,tax,datamuse,n
revenue,Revenue,1,tax income,datamuse|wordnet,y
revenue,Revenue,1,tax revenue,datamuse|wordnet,y
revenue,Revenue,1,taxation,datamuse|wordnet,n
revenue,Revenue,1,turnover,datamuse,y
revenue,Revenue,1,wages,datamuse,n
cost,Cost,1,be,datamuse|wordnet,n
cost,Cost,1,budget,datamuse,y
cost,Cost,1,charge,datamuse,y
cost,Cost,1,dues,datamuse,y
cost,Cost,1,funding,datamuse,y
cost,Cost,1,monetary value,datamuse|wordnet,y
cost,Cost,1,paid,datamuse,n
cost,Cost,1,pay,datamuse,n
cost,Cost,1,payment,datamuse,y
cost,Cost,1,price,datamuse|wordnet,y
cost,Cost,1,priced,datamuse,y
cost,Cost,1,pricing,datamuse,y
cost,Cost,1,purchase,datamuse,y
cost,Cost,1,spending,datamuse,y
cost,Cost,1,toll,datamuse|wordnet,n
roi,ROI,1,affordability,datamuse,n
roi,ROI,1,dir,datamuse,n
roi,ROI,1,icr,datamuse,n
roi,ROI,1,ihr,datamuse,n
roi,ROI,1,investment,datamuse,y
roi,ROI,1,irs,datamuse,n
roi,ROI,1,isr,datamuse,n
roi,ROI,1,liege,datamuse,n
roi,ROI,1,mep,datamuse,n
roi,ROI,1,monarch,datamuse,n
roi,ROI,1,profit,datamuse,y
roi,ROI,1,profitability,datamuse,y
roi,ROI,1,profitable,datamuse,y
roi,ROI,1,rci,datamuse,n
roi,ROI,1,return on invested capital,wordnet,y
roi,ROI,1,return on investment,wordnet,y
roi,ROI,1,ruler,datamuse,n
stakeholders,Stakeholders,1,actor,datamuse,y
stakeholders,Stakeholders,1,actors,datamuse,y
stakeholders,Stakeholders,1,actresses,datamuse,n
stakeholders,Stakeholders,1,advocates,datamuse,y
stakeholders,Stakeholders,1,agencies,datamuse,y
stakeholders,Stakeholders,1,agents,datamuse,y
stakeholders,Stakeholders,1,applicants,datamuse,n
stakeholders,Stakeholders,1,applicators,datamuse,n
stakeholders,Stakeholders,1,audiences,datamuse,n
stakeholders,Stakeholders,1,beneficiaries,datamuse,y
stakeholders,Stakeholders,1,bodies,datamuse,y
stakeholders,Stakeholders,1,briefers,datamuse,n
stakeholders,Stakeholders,1,caregivers,datamuse,n
stakeholders,Stakeholders,1,clients,datamuse,y
stakeholders,Stakeholders,1,collaborators,datamuse,y
stakeholders,Stakeholders,1,stakeholder,wordnet,y
user_journey,User Journey,1,access,datamuse,n
user_journey,User Journey,1,bather,datamuse,n
user_journey,User Journey,1,beneficiary,datamuse,n
user_journey,User Journey,1,breaker,datamuse,n
user_journey,User Journey,1,browser,datamuse,y
user_journey,User Journey,1,buyer,datamuse,y
user_journey,User Journey,1,caller,datamuse,n
user_journey,User Journey,1,courier,datamuse,n
user_journey,User Journey,1,drug user,wordnet,n
user_journey,User Journey,1,end,datamuse,n
user_journey,User Journey,1,exploiter,wordnet,n
user_journey,User Journey,1,fare,datamuse,n
user_journey,User Journey,1,goer,datamuse,n
user_journey,User Journey,1,journey,wordnet,y
user_journey,User Journey,1,journeying,wordnet,y
user_journey,User Journey,1,lap,datamuse,n
user_journey,User Journey,1,sleep,datamuse,n
user_journey,User Journey,1,substance abuser,wordnet,n
user_journey,User Journey,1,tourist,datamuse,n
user_journey,User Journey,1,travel,wordnet,y
user_journey,User Journey,1,trip,datamuse,y
user_journey,User Journey,1,user,wordnet,y
customer_experience,Customer Experience,1,brand relationship,datamuse,y
customer_experience,Customer Experience,1,buyer decision process,datamuse,y
customer_experience,Customer Experience,1,client,wordnet,y
customer_experience,Customer Experience,1,co creation,datamuse,y
customer_experience,Customer Experience,1,cognitive,datamuse,n
customer_experience,Customer Experience,1,consumer behaviour,datamuse,y
customer_experience,Customer Experience,1,consumer education,datamuse,y
customer_experience,Customer Experience,1,customer,wordnet,y
customer_experience,Customer Experience,1,customer analytics,datamuse,y
customer_experience,Customer Experience,1,customer engagement,datamuse,y
customer_experience,Customer Experience,1,customer insight,datamuse,y
customer_experience,Customer Experience,1,customer intelligence,datamuse,y
customer_experience,Customer Experience,1,customer relationship management,datamuse,y
customer_experience,Customer Experience,1,customer success,datamuse,y
customer_experience,Customer Experience,1,customer value proposition,datamuse,y
customer_experience,Customer Experience,1,experience,wordnet,y
customer_experience,Customer Experience,1,experience management,datamuse,y
customer_experience,Customer Experience,1,feel,wordnet,n
customer_experience,Customer Experience,1,get,wordnet,n
customer_experience,Customer Experience,1,go through,wordnet,n
customer_experience,Customer Experience,1,have,wordnet,n
customer_experience,Customer Experience,1,know,wordnet,n
customer_experience,Customer Experience,1,live,wordnet,n
customer_experience,Customer Experience,1,receive,wordnet,n
customer_experience,Customer Experience,1,see,wordnet,n
customer_experience,Customer Experience,1,service design,datamuse,y
technology,Technology,1,applied science,datamuse|wordnet,y
technology,Technology,1,computerization,datamuse,y
technology,Technology,1,computing,datamuse,y
technology,Technology,1,cyber,datamuse,y
technology,Technology,1,engineering,datamuse|wordnet,y
technology,Technology,1,engineering science,datamuse|wordnet,y
technology,Technology,1,hi tech,datamuse,y
technology,Technology,1,polytechnic,datamuse,n
technology,Technology,1,science,datamuse,y
technology,Technology,1,scientific,datamuse,y
technology,Technology,1,tech,datamuse,y
technology,Technology,1,technical,datamuse,y
technology,Technology,1,technicality,datamuse,n
technology,Technology,1,technique,datamuse,n
technology,Technology,1,technological,datamuse,y
data,Data,1,computer,datamuse,n
data,Data,1,data point,wordnet,y
data,Data,1,databank,datamuse,y
data,Data,1,database,datamuse,y
data,Data,1,datafile,datamuse,y
data,Data,1,dataset,datamuse,y
data,Data,1,datasheet,datamuse,y
data,Data,1,datatype,datamuse,y
data,Data,1,datum,wordnet,y
data,Data,1,informatics,datamuse,y
data,Data,1,information,datamuse|wordnet,y
data,Data,1,record,datamuse,y
data,Data,1,sample,datamuse,y
data,Data,1,statistic,datamuse,y
data,Data,1,statistical,datamuse,y
data,Data,1,statistics,datamuse,y
data,Data,1,stats,datamuse,y
security,Security,1,certificate,datamuse|wordnet,y
security,Security,1,confidentiality,datamuse,y
security,Security,1,continuity,datamuse,y
security,Security,1,peace,datamuse,n
security,Security,1,protection,datamuse|wordnet,y
security,Security,1,safe,datamuse,y
security,Security,1,safely,datamuse,n
security,Security,1,safety,datamuse,y
security,Security,1,secure,datamuse,y
security,Security,1,security department,wordnet,y
security,Security,1,security measure,wordnet,y
security,Security,1,security measures,datamuse|wordnet,y
security,Security,1,security system,datamuse|wordnet,y
security,Security,1,stability,datamuse,y
security,Security,1,sure,datamuse,n
security,Security,1,surety,datamuse|wordnet,y
security,Security,1,uncertainty,datamuse,n
privacy,Privacy,1,anonymity,datamuse,y
privacy,Privacy,1,clandestine,datamuse,n
privacy,Privacy,1,closed,datamuse,n
privacy,Privacy,1,concealment,datamuse|wordnet,n
privacy,Privacy,1,confidential,datamuse,y
privacy,Privacy,1,confidentiality,datamuse,y
privacy,Privacy,1,confidentially,datamuse,y
privacy,Privacy,1,private,datamuse,y
privacy,Privacy,1,privateness,datamuse|wordnet,y
privacy,Privacy,1,privy,datamuse,y
privacy,Privacy,1,seclusion,datamuse|wordnet,n
privacy,Privacy,1,secrecy,datamuse|wordnet,y
privacy,Privacy,1,secret,datamuse,y
privacy,Privacy,1,tranquility,datamuse,n
privacy,Privacy,1,tranquillity,datamuse,n
legal,Legal,1,effectual,wordnet,n
legal,Legal,1,eligible,datamuse,n
legal,Legal,1,ineligible,datamuse,n
legal,Legal,1,judicial,datamuse,y
legal,Legal,1,jural,datamuse,y
legal,Legal,1,jurisprudence,datamuse,y
legal,Legal,1,juristic,datamuse,y
legal,Legal,1,lawful,datamuse,y
legal,Legal,1,legitimate,datamuse,y
legal,Legal,1,licit,datamuse,y
legal,Legal,1,ratified,datamuse,y
legal,Legal,1,sanctioned,datamuse,y
legal,Legal,1,sound,datamuse|wordnet,n
legal,Legal,1,statutory,datamuse,y
legal,Legal,1,sub judice,datamuse,y
legal,Legal,1,valid,datamuse,y
risk,Risk,1,adventure,datamuse|wordnet,n
risk,Risk,1,chance,datamuse|wordnet,y
risk,Risk,1,danger,datamuse|wordnet,y
risk,Risk,1,endangerment,wordnet,y
risk,Risk,1,gamble,datamuse|wordnet,y
risk,Risk,1,hazard,datamuse|wordnet,y
risk,Risk,1,high risk,datamuse,y
risk,Risk,1,jeopardy,datamuse|wordnet,y
risk,Risk,1,lay on the line,datamuse|wordnet,n
risk,Risk,1,peril,datamuse|wordnet,y
risk,Risk,1,put on the line,datamuse|wordnet,n
risk,Risk,1,risk of exposure,wordnet,n
risk,Risk,1,risk of infection,wordnet,n
risk,Risk,1,riskiness,datamuse,y
risk,Risk,1,risky,datamuse,y
risk,Risk,1,run a risk,datamuse|wordnet,n
risk,Risk,1,take a chance,datamuse|wordnet,n
risk,Risk,1,take chances,datamuse|wordnet,n
dependencies,Dependencies,1,addiction,datamuse|wordnet,n
dependencies,Dependencies,1,addictions,datamuse,n
dependencies,Dependencies,1,agencies,datamuse,n
dependencies,Dependencies,1,appurtenances,datamuse,n
dependencies,Dependencies,1,branches,datamuse,n
dependencies,Dependencies,1,cells,datamuse,n
dependencies,Dependencies,1,colonies,datamuse,n
dependencies,Dependencies,1,colony,wordnet,n
dependencies,Dependencies,1,departments,datamuse,n
dependencies,Dependencies,1,dependance,wordnet,y
dependencies,Dependencies,1,dependence,wordnet,y
dependencies,Dependencies,1,dependences,datamuse,y
dependencies,Dependencies,1,dependency,wordnet,y
dependencies,Dependencies,1,dependent,datamuse,y
dependencies,Dependencies,1,desks,datamuse,n
dependencies,Dependencies,1,divisions,datamuse,n
dependencies,Dependencies,1,entities,datamuse,n
dependencies,Dependencies,1,establishments,datamuse,n
dependencies,Dependencies,1,facilities,datamuse,n
dependencies,Dependencies,1,habituation,wordnet,n
resources,Resources,1,allocation,datamuse,y
resources,Resources,1,allocations,datamuse,y
resources,Resources,1,amount,datamuse,n
resources,Resources,1,amounts,datamuse,n
resources,Resources,1,appeal,datamuse,n
resources,Resources,1,appeals,datamuse,n
resources,Resources,1,approaches,datamuse,n
resources,Resources,1,appropriations,datamuse,y
resources,Resources,1,asset,datamuse,y
resources,Resources,1,assets,datamuse,y
resources,Resources,1,available,datamuse,n
resources,Resources,1,avenues,datamuse,y
resources,Resources,1,average,datamuse,n
resources,Resources,1,imagination,datamuse|wordnet,n
resources,Resources,1,resource,wordnet,y
resources,Resources,1,resourcefulness,datamuse|wordnet,y
timeline,Timeline,1,agenda,datamuse,y
timeline,Timeline,1,calendar,datamuse,y
timeline,Timeline,1,calendaring,datamuse,y
timeline,Timeline,1,chronological,datamuse,y
timeline,Timeline,1,chronology,datamuse,y
timeline,Timeline,1,historical,datamuse,n
timeline,Timeline,1,schedule,datamuse,y
timeline,Timeline,1,scheduling,datamuse,y
timeline,Timeline,1,sequence,datamuse,y
timeline,Timeline,1,time scale,datamuse,y
timeline,Timeline,1,time table,datamuse,y
timeline,Timeline,1,timeframe,datamuse,y
timeline,Timeline,1,timescale,datamuse,y
timeline,Timeline,1,timetable,datamuse,y
timeline,Timeline,1,timing,datamuse,y
change_management,Change Management,1,adaptive control function,datamuse,n
change_management,Change Management,1,alter,wordnet,y
change_management,Change Management,1,alteration,wordnet,y
change_management,Change Management,1,breaking change,datamuse,y
change_management,Change Management,1,bucket,datamuse,n
change_management,Change Management,1,change,wordnet,y
change_management,Change Management,1,changelog,datamuse,y
change_management,Change Management,1,commute,wordnet,n
change_management,Change Management,1,compatibility,datamuse,y
change_management,Change Management,1,configuration,datamuse,y
change_management,Change Management,1,continuous integration,datamuse,y
change_management,Change Management,1,convert,wordnet,y
change_management,Change Management,1,deepen,wordnet,n
change_management,Change Management,1,direction,wordnet,n
change_management,Change Management,1,edit,datamuse,n
change_management,Change Management,1,exchange,wordnet,n
change_management,Change Management,1,interchange,wordnet,n
change_management,Change Management,1,management,wordnet,n
change_management,Change Management,1,management system,datamuse,n
change_management,Change Management,1,modification,wordnet,y
change_management,Change Management,1,modify,wordnet,y
change_management,Change Management,1,reprogramming,datamuse,y
change_management,Change Management,1,shift,wordnet,y
change_management,Change Management,1,software configuration management,datamuse,y
change_management,Change Management,1,source configuration management,datamuse,y
change_management,Change Management,1,source control,datamuse,y
change_management,Change Management,1,subversioning,datamuse,y
change_management,Change Management,1,switch,wordnet,y
change_management,Change Management,1,transfer,wordnet,y
change_management,Change Management,1,variety,wordnet,n
change_management,Change Management,1,vary,wordnet,n
change_management,Change Management,1,version control,datamuse,y
operations,Operations,1,act,datamuse,n
operations,Operations,1,action,datamuse,n
operations,Operations,1,actions,datamuse,n
operations,Operations,1,activities,datamuse,y
operations,Operations,1,activity,datamuse,y
operations,Operations,1,acts,datamuse,n
operations,Operations,1,affairs,datamuse,n
operations,Operations,1,apd,datamuse,n
operations,Operations,1,assignments,datamuse,n
operations,Operations,1,attacks,datamuse,n
operations,Operations,1,battle,datamuse,n
operations,Operations,1,bombers,datamuse,n
operations,Operations,1,bombing,datamuse,n
operations,Operations,1,bombings,datamuse,n
operations,Operations,1,cognitive operation,wordnet,n
operations,Operations,1,cognitive process,wordnet,n
operations,Operations,1,functioning,wordnet,y
operations,Operations,1,mathematical operation,wordnet,n
operations,Operations,1,mathematical process,wordnet,n
operations,Operations,1,mental process,wordnet,n
operations,Operations,1,military operation,wordnet,n
operations,Operations,1,operation,wordnet,y
operations,Operations,1,performance,wordnet,n
operations,Operations,1,procedure,wordnet,y
operations,Operations,1,process,wordnet,y
operations,Operations,1,surgery,wordnet,n
operations,Operations,1,surgical operation,wordnet,n
operations,Operations,1,surgical procedure,wordnet,n
operations,Operations,1,surgical process,wordnet,n
operations,Operations,1,trading operations,datamuse|wordnet,y
scalability,Scalability,1,add on,datamuse,y
scalability,Scalability,1,broadening,datamuse,y
scalability,Scalability,1,enlargement,datamuse,y
scalability,Scalability,1,escalation,datamuse,n
scalability,Scalability,1,expandability,datamuse,y
scalability,Scalability,1,expandable,datamuse,y
scalability,Scalability,1,expansion,datamuse,y
scalability,Scalability,1,extensibility,datamuse,y
scalability,Scalability,1,extension,datamuse,y
scalability,Scalability,1,magnification,datamuse,n
scalability,Scalability,1,scalable,datamuse,y
scalability,Scalability,1,scales,datamuse,n
scalability,Scalability,1,scaling,datamuse,y
scalability,Scalability,1,stretch,datamuse,n
scalability,Scalability,1,widening,datamuse,y
reliability,Reliability,1,authenticity,datamuse,n
reliability,Reliability,1,credibility,datamuse,y
reliability,Reliability,1,credible,datamuse,y
reliability,Reliability,1,dependability,datamuse|wordnet,y
reliability,Reliability,1,dependable,datamuse,y
reliability,Reliability,1,dependableness,datamuse|wordnet,y
reliability,Reliability,1,integrity,datamuse,y
reliability,Reliability,1,reliable,datamuse,y
reliability,Reliability,1,reliableness,datamuse|wordnet,y
reliability,Reliability,1,reliance,datamuse,y
reliability,Reliability,1,soundness,datamuse,y
reliability,Reliability,1,trust,datamuse,y
reliability,Reliability,1,trustworthiness,datamuse,y
reliability,Reliability,1,trustworthy,datamuse,y
reliability,Reliability,1,veracity,datamuse,n
performance,Performance,1,action,datamuse,n
performance,Performance,1,carrying into action,datamuse|wordnet,n
performance,Performance,1,carrying out,datamuse|wordnet,n
performance,Performance,1,demonstration,datamuse,n
performance,Performance,1,doing,datamuse,n
performance,Performance,1,execution,datamuse|wordnet,y
performance,Performance,1,function,datamuse,y
performance,Performance,1,functioning,datamuse|wordnet,y
performance,Performance,1,operating,datamuse,y
performance,Performance,1,operation,datamuse|wordnet,y
performance,Performance,1,perform,datamuse,y
performance,Performance,1,public presentation,datamuse|wordnet,n
performance,Performance,1,show,datamuse,n
performance,Performance,1,showing,datamuse,n
performance,Performance,1,working,datamuse,y
quality,Quality,1,caliber,datamuse|wordnet,y
quality,Quality,1,calibre,datamuse|wordnet,y
quality,Quality,1,character,datamuse|wordnet,n
quality,Quality,1,choice,datamuse|wordnet,n
quality,Quality,1,excellence,datamuse,y
quality,Quality,1,fine,datamuse,n
quality,Quality,1,lineament,datamuse|wordnet,n
quality,Quality,1,prime,datamuse|wordnet,y
quality,Quality,1,prize,datamuse|wordnet,n
quality,Quality,1,select,datamuse|wordnet,y
quality,Quality,1,superior,datamuse,y
quality,Quality,1,timber,datamuse|wordnet,n
quality,Quality,1,timbre,datamuse|wordnet,n
quality,Quality,1,tone,datamuse|wordnet,n
quality,Quality,1,upper class,datamuse,n
innovation,Innovation,1,conception,datamuse|wordnet,n
innovation,Innovation,1,creation,wordnet,n
innovation,Innovation,1,creative,datamuse,y
innovation,Innovation,1,creativeness,datamuse,y
innovation,Innovation,1,creativity,datamuse,y
innovation,Innovation,1,design,datamuse|wordnet,n
innovation,Innovation,1,excogitation,datamuse|wordnet,n
innovation,Innovation,1,foundation,wordnet,n
innovation,Innovation,1,founding,wordnet,n
innovation,Innovation,1,groundbreaking,datamuse,y
innovation,Innovation,1,ingenuity,datamuse,y
innovation,Innovation,1,initiation,wordnet,n
innovation,Innovation,1,innovate,datamuse,y
innovation,Innovation,1,innovative,datamuse,y
innovation,Innovation,1,innovatively,datamuse,y
innovation,Innovation,1,innovativeness,datamuse,y
innovation,Innovation,1,innovator,datamuse,y
innovation,Innovation,1,instauration,wordnet,n
innovation,Innovation,1,institution,wordnet,n
innovation,Innovation,1,introduction,wordnet,n
innovation,Innovation,1,invention,datamuse|wordnet,y
innovation,Innovation,1,inventive,datamuse,y
innovation,Innovation,1,origination,wordnet,n
sustainability,Sustainability,1,affordability,datamuse,n
sustainability,Sustainability,1,autonomy,datamuse,n
sustainability,Sustainability,1,balance,datamuse,n
sustainability,Sustainability,1,conservation,datamuse,y
sustainability,Sustainability,1,consolidate,datamuse,n
sustainability,Sustainability,1,consolidation,datamuse,n
sustainability,Sustainability,1,depositor,datamuse,n
sustainability,Sustainability,1,duration,datamuse,n
sustainability,Sustainability,1,liveability,datamuse,y
sustainability,Sustainability,1,practicality,datamuse,n
sustainability,Sustainability,1,preservation,datamuse,y
sustainability,Sustainability,1,preserving,datamuse,y
sustainability,Sustainability,1,protection,datamuse,n
sustainability,Sustainability,1,supportability,datamuse,y
sustainability,Sustainability,1,workability,datamuse,y
ethics,Ethics,1,behaviour,datamuse,n
ethics,Ethics,1,deontological,datamuse,y
ethics,Ethics,1,deontology,datamuse,y
ethics,Ethics,1,ethic,wordnet,y
ethics,Ethics,1,ethical,datamuse,y
ethics,Ethics,1,ethical code,wordnet,y
ethics,Ethics,1,ethical motive,datamuse|wordnet,y
ethics,Ethics,1,ethically,datamuse,y
ethics,Ethics,1,ethos,datamuse,y
ethics,Ethics,1,fairness,datamuse,y
ethics,Ethics,1,moral,datamuse,y
ethics,Ethics,1,moral philosophy,datamuse|wordnet,y
ethics,Ethics,1,moral principle,wordnet,y
ethics,Ethics,1,morality,datamuse|wordnet,y
ethics,Ethics,1,morally,datamuse,y
ethics,Ethics,1,morals,datamuse|wordnet,y
ethics,Ethics,1,mores,datamuse,y
ethics,Ethics,1,value orientation,wordnet,n
ethics,Ethics,1,value system,wordnet,y
ethics,Ethics,1,virtue,datamuse,y
accessibility,Accessibility,1,access,datamuse,y
accessibility,Accessibility,1,affordable,datamuse,n
accessibility,Accessibility,1,approachability,datamuse|wordnet,y
accessibility,Accessibility,1,assistive,datamuse,y
accessibility,Accessibility,1,availability,datamuse|wordnet,y
accessibility,Accessibility,1,available,datamuse,n
accessibility,Accessibility,1,availableness,datamuse|wordnet,y
accessibility,Accessibility,1,convenient,datamuse,n
accessibility,Accessibility,1,entry,datamuse,n
accessibility,Accessibility,1,handiness,datamuse|wordnet,y
accessibility,Accessibility,1,practicality,datamuse,n
accessibility,Accessibility,1,proximity,datamuse,n
accessibility,Accessibility,1,reach,datamuse,y
accessibility,Accessibility,1,reachability,datamuse,y
accessibility,Accessibility,1,willingness,datamuse,n
localization,Localization,1,adaptation,datamuse,y
localization,Localization,1,fix,datamuse|wordnet,n
localization,Localization,1,identification,datamuse,n
localization,Localization,1,indigenization,datamuse,y
localization,Localization,1,locale,datamuse,y
